p1 p2 p3
1.209 -0.706 0
-0.950 -0.729 0
-0.924 1.396 0
0.333 -0.730 1
0.422 0.717 0
-0.832 0.451 0
1.283 -0.261 1
0.037 1.073 1
1.919 1.832 1
-0.690 1.951 1
-0.855 1.588 1
-0.420 0.789 0
1.664 1.156 1
1.996 0.513 0
-0.599 1.573 1
0.593 1.605 1
0.840 -0.902 1
-0.368 -0.567 1
0.349 1.546 0
-0.073 1.593 0
1.522 1.620 1
-0.818 -0.770 1
0.507 0.247 1
0.322 0.383 0
1.341 1.907 1
0.830 -0.689 1
0.282 -0.028 0
-0.924 1.828 0
-0.854 0.034 1
-0.348 1.638 1
-0.363 0.241 0
-0.294 0.668 0
-0.319 0.630 1
1.275 1.398 1
0.758 -0.539 1
1.620 1.199 0
-0.760 0.547 1
0.553 0.664 0
0.718 1.594 1
0.781 1.940 0
0.342 -0.474 1
1.227 0.065 1
1.148 0.826 1
1.373 0.298 0
1.395 0.863 1
1.591 1.454 1
1.898 1.230 0
-0.527 -0.763 0
0.361 -0.924 1
0.166 0.572 1
-0.290 -0.562 0
1.708 0.941 1
0.426 -0.427 1
0.357 -0.286 1
0.880 -0.701 1
0.930 -0.515 0
-0.336 1.318 0
-0.871 1.400 1
-0.073 1.556 0
1.881 -0.503 0
0.705 -0.506 0
1.667 1.036 0
-0.742 1.503 1
0.857 0.831 1
1.400 -0.824 1
-0.956 -0.414 1
0.835 0.661 0
0.376 0.226 0
-0.510 0.995 1
1.890 0.234 1
-0.155 -0.564 1
1.845 0.980 0
-0.729 0.801 1
1.057 1.056 0
1.360 0.792 0
0.228 0.610 1
-0.738 0.335 0
-0.715 1.680 1
0.012 0.912 1
1.710 1.524 0
-0.130 1.894 0
-0.128 -0.042 0
0.651 -0.128 0
1.365 -0.315 0
1.059 1.996 0
0.336 -0.369 0
-0.981 -0.698 1
1.822 -0.722 0
-0.987 -0.951 1
0.083 1.995 1
0.411 -0.948 0
0.933 -0.623 1
-0.193 0.015 1
1.077 -0.430 1
1.347 1.864 1
-0.560 0.612 1
-0.931 -0.919 0
1.503 1.762 0
0.233 -0.966 0
1.638 1.834 0
-0.347 0.319 1
0.436 -0.466 1
1.033 0.081 1
0.046 1.785 1
1.298 0.359 1
1.504 1.071 0
0.931 1.412 0
1.071 -0.239 1
1.302 0.054 0
0.560 0.448 0
1.003 1.989 1
1.676 1.280 0
0.182 0.144 1
-0.656 -0.706 0
0.876 -0.001 1
1.047 1.749 0
0.346 1.925 0
0.153 0.461 0
1.405 0.515 1
-0.743 -0.868 1
0.757 0.916 1
-0.494 0.690 0
0.328 1.166 1
0.936 -0.386 1
-0.400 0.524 1
1.808 0.276 0
1.942 0.805 0
-0.063 1.269 1
1.949 0.713 1
-0.975 -0.260 1
1.767 1.173 0
1.999 0.726 0
-0.566 0.667 0
0.340 1.487 0
0.208 1.565 0
1.419 1.838 0
-0.094 0.461 0
0.828 1.481 1
0.230 1.501 1
1.715 -0.656 0
-0.893 1.723 1
0.118 0.908 0
1.018 -0.613 0
-0.704 0.542 0
-0.667 1.307 1
-0.937 1.840 0
-0.355 -0.813 0
-0.876 0.950 1
0.102 1.953 0
1.403 1.908 0
0.741 1.085 1
-0.617 0.975 1
-0.179 0.956 1
-0.566 -0.036 1
1.158 0.157 0
-0.851 0.580 0
-0.546 1.836 1
0.675 0.748 0
0.637 -0.969 0
-0.949 1.951 1
-0.814 1.000 1
-0.466 0.557 0
-0.527 1.559 0
0.940 -0.839 1
0.091 0.411 0
1.972 1.910 0
1.187 -0.518 0
0.557 -0.160 1
1.798 1.254 1
1.176 0.212 1
-0.816 0.096 1
0.200 0.841 1
-0.841 -0.397 0
0.220 -0.571 0
1.428 1.921 0
-0.615 1.903 0
1.916 -0.912 0
0.733 -0.256 0
0.104 -0.637 0
-0.478 0.323 0
-0.636 1.560 1
-0.434 -0.768 1
0.287 1.385 1
1.571 -0.380 0
-0.978 -0.239 1
-0.538 0.523 0
-0.395 1.172 1
-0.280 -0.800 0
1.297 1.987 0
0.715 1.467 0
-0.089 1.799 0
1.041 1.028 1
0.152 1.756 0
0.845 -0.193 0
-0.055 1.895 1
-0.835 0.287 1
0.773 0.475 1
-0.741 -0.162 0
-0.996 1.312 0
0.943 -0.947 0
0.233 -0.892 0
0.920 0.080 0
-0.393 -0.209 0
1.116 0.955 0
0.162 0.840 1
1.013 0.938 1
0.159 0.627 1
0.981 1.844 0
0.413 0.745 0
1.612 -0.623 1
1.626 1.341 1
-0.945 0.462 1
0.725 1.452 0
0.347 0.581 1
1.191 1.338 1
1.747 -0.896 1
1.395 0.814 0
-0.930 1.624 0
-0.071 -0.418 0
0.019 0.290 1
-0.059 -0.430 1
-0.479 1.137 0
0.469 0.259 1
-0.944 -0.574 0
1.772 -0.982 0
0.996 1.971 1
0.664 -0.559 0
1.933 0.475 1
-0.150 0.676 0
0.015 0.866 1
1.254 0.759 1
1.279 0.624 0
1.359 1.951 1
0.985 1.119 1
0.535 0.065 1
-0.054 0.945 0
-0.625 -0.194 0
1.868 0.249 1
0.026 -0.901 0
0.675 1.069 1
0.527 -0.573 1
-0.150 0.663 0
0.135 0.159 1
0.762 1.847 1
0.666 0.887 1
-0.996 1.324 0
0.823 -0.239 1
0.725 1.020 0
1.534 -0.184 0
1.961 0.417 0
1.278 -0.686 1
-0.028 -0.115 0
-0.574 -0.933 1
0.573 0.016 0
1.571 -0.220 1
0.467 -0.041 0
-0.139 1.379 1
1.579 0.751 0
0.334 1.345 0
0.393 1.651 1
1.248 1.049 0
0.277 1.474 0
0.418 -0.917 1
1.825 1.923 1
1.547 1.596 0
1.185 0.925 1
1.563 1.624 0
-0.606 -0.039 0
0.946 -0.574 1
1.710 1.401 1
1.066 0.818 1
0.950 1.837 0
0.517 -0.496 0
1.815 -0.581 0
-0.554 0.408 1
-0.766 0.183 1
-0.109 0.013 0
0.686 -0.611 1
-0.890 1.690 0
-0.457 0.850 1
-0.081 0.029 0
1.396 -0.728 0
-0.979 0.181 1
1.395 0.579 0
1.342 0.181 1
-0.424 -0.746 0
0.364 -0.711 1
0.198 -0.334 0
-0.543 -0.680 1
1.076 0.408 1
-0.787 1.978 0
-0.086 1.629 1
1.781 -0.812 0
-0.362 -0.634 0
-0.802 1.432 1
0.730 -0.123 1
-0.277 -0.920 1
1.558 -0.023 1
-0.829 0.725 1
0.718 -0.629 1
-0.755 1.516 0
1.355 -0.016 1
0.872 1.488 1
-0.492 1.297 1
-0.468 1.902 1
1.436 0.682 1
0.597 0.572 1
0.953 1.730 1
0.659 1.201 0
0.763 0.589 0
0.866 0.717 0
-0.207 1.298 1
1.255 -0.400 0
0.523 0.114 1
0.086 -0.779 1
0.324 1.854 1
1.172 1.171 0
-0.211 -0.780 1
-0.781 -0.399 0
1.065 -0.862 0
0.151 -0.455 1
-0.810 0.090 1
1.451 1.264 0
-0.577 1.447 1
1.488 1.573 1
0.579 -0.199 0
1.855 0.175 0
1.362 -0.701 0
-0.299 1.996 0
-0.303 -0.020 1
0.063 0.518 1
0.066 0.102 1
0.198 -0.889 1
1.839 0.480 1
-0.076 1.367 0
1.610 1.818 0
1.943 0.435 0
0.525 1.042 0
-0.819 0.352 1
1.622 1.634 0
0.119 0.377 1
0.161 1.963 0
-0.872 -0.675 0
-0.044 0.622 1
-0.199 1.899 0
1.711 0.759 1
1.286 0.026 0
-0.649 1.412 0
1.620 1.187 0
-0.641 -0.160 1
0.061 1.752 1
0.105 1.857 1
1.426 1.313 1
0.181 1.167 0
1.417 1.020 0
-0.265 -0.303 0
0.960 0.910 1
0.805 -0.073 1
1.537 -0.760 0
0.649 -0.772 0
-0.481 -0.173 1
-0.917 1.193 0
0.497 0.373 0
1.810 1.969 0
-0.379 0.805 0
1.756 -0.406 0
-0.073 1.605 0
1.403 -0.672 0
-0.326 1.142 0
1.120 -0.016 1
-0.323 1.010 1
1.502 0.266 0
0.640 1.355 0
1.695 1.101 0
-0.511 1.217 1
-0.263 0.970 0
-0.294 0.853 1
0.887 -0.756 0
-0.341 0.078 1
0.959 1.514 1
0.944 1.597 0
1.659 -0.071 0
0.706 1.335 1
0.910 0.527 0
0.984 1.773 1
0.196 1.565 0
-0.963 0.283 0
1.886 0.860 1
0.679 0.456 1
-0.427 -0.885 0
-0.386 1.440 0
0.405 -0.744 0
0.769 1.274 0
1.419 1.764 1
0.624 -0.785 0
0.874 -0.991 0
-0.450 0.080 1
-0.414 1.585 1
1.140 -0.429 1
1.257 0.639 0
1.541 1.614 1
-0.185 1.209 0
1.791 1.691 1
1.739 0.553 1
1.149 -0.827 1
-0.599 1.487 0
1.430 -0.348 1
0.394 0.714 0
1.338 1.275 1
1.865 0.160 0
1.798 1.081 1
-0.149 -0.693 0
1.292 0.328 1
0.612 1.525 0
-0.810 -0.169 0
0.963 1.406 0
1.086 0.295 0
0.606 1.099 0
-0.874 1.643 0
1.469 1.641 1
-0.652 1.360 1
0.033 -0.709 0
0.012 0.814 0
-0.333 1.863 1
1.932 1.598 1
0.965 -0.937 0
-0.188 0.860 0
0.075 0.814 0
-0.422 0.638 0
1.033 -0.400 0
1.710 1.191 1
0.100 0.790 1
1.581 -0.667 1
-0.911 0.977 0
0.782 0.768 1
-0.295 1.309 0
-0.539 1.423 1
-0.127 1.823 1
-0.344 0.778 1
1.076 0.778 1
1.625 -0.796 1
-0.318 1.990 0
-0.816 0.294 1
1.286 0.162 1
1.036 0.195 0
1.035 1.219 1
0.107 -0.055 1
1.965 -0.357 0
1.879 1.804 1
-0.662 -0.194 1
0.721 1.585 1
-0.034 0.298 0
0.228 0.992 0
1.554 1.269 1
-0.454 0.952 0
1.028 1.755 0
-0.287 -0.054 1
1.869 -0.984 1
-0.012 0.345 0
-0.552 1.867 1
-0.815 1.740 0
1.357 1.010 1
-0.990 -0.720 1
1.745 1.373 1
0.386 -0.997 0
-0.352 -0.563 1
1.797 -0.834 1
1.325 1.571 0
-0.388 0.586 0
0.592 -0.631 0
-0.576 0.966 1
0.153 0.979 1
-0.619 0.232 0
1.932 1.437 0
-0.480 1.865 0
-0.588 0.004 0
1.100 1.235 1
1.963 1.493 0
1.937 -0.064 1
1.178 1.609 0
-0.267 1.115 0
-0.795 1.278 0
0.416 0.810 1
0.080 1.980 1
1.465 -0.721 1
0.063 0.087 1
1.252 -0.662 0
0.969 1.190 0
1.370 0.690 1
1.502 0.439 0
1.966 -0.739 1
-0.413 0.870 1
-0.923 0.533 0
-0.294 0.742 0
1.963 1.876 1
1.229 0.870 0
1.439 0.882 1
0.749 1.958 1
0.207 -0.300 0
-0.585 0.932 1
0.195 -0.633 1
0.262 1.273 0
0.884 -0.858 1
1.551 1.352 0
-0.357 0.839 0
1.096 -0.239 1
0.066 0.164 0
-0.400 -0.351 1
1.301 1.040 1
-0.009 0.052 1
1.384 1.951 1
-0.251 1.229 0
-0.424 -0.734 0
0.244 -0.003 1
0.690 1.578 0
0.070 -0.943 1
0.431 1.035 1
-0.626 0.336 1
-0.276 0.674 0
0.194 0.317 0
0.052 1.755 1
-0.212 -0.632 1
0.784 -0.909 0
0.972 1.082 1
1.512 -0.612 0
0.449 1.609 0
0.386 -0.430 1
0.145 1.984 0
0.441 0.119 0
-0.458 1.467 0
-0.061 -0.593 0
-0.990 1.873 1
-0.308 -0.976 0
-0.859 1.906 0
0.405 -0.880 1
-0.916 -0.509 0
-0.996 1.731 0
-0.124 -0.890 0
1.970 1.117 0
0.776 0.133 1
1.674 0.093 1
0.599 -0.847 0
-0.292 1.361 0
1.048 0.319 1
-0.779 0.849 0
0.050 0.666 1
-0.751 1.038 1
-0.914 1.455 0
0.051 -0.703 0
0.526 0.500 1
1.443 -0.780 1
0.962 1.505 1
0.129 -0.045 1
1.544 1.395 0
1.033 -0.462 0
-0.692 0.653 1
0.638 0.230 1
1.514 0.649 0
-0.685 0.844 1
-0.025 -0.026 1
0.654 0.085 0
1.397 1.779 1
0.806 1.879 1
-0.296 -0.902 1
0.806 1.706 0
1.379 1.193 0
-0.086 1.938 0
1.791 1.876 1
-0.055 -0.834 0
-0.467 0.853 1
-0.397 0.540 1
0.754 0.050 1
-0.187 0.096 1
1.491 1.946 0
-0.943 -0.907 1
-0.998 0.914 0
-0.295 1.346 0
-0.898 0.546 0
1.350 1.559 0
1.496 -0.011 0
-0.859 -0.342 1
-0.891 0.280 1
-0.887 -0.876 0
0.422 0.680 0
-0.473 1.328 1
-0.193 0.003 1
1.197 1.862 0
0.855 -0.048 1
1.826 0.875 1
-0.286 1.454 1
1.342 0.403 1
0.423 -0.010 1
0.225 0.705 1
-0.761 0.930 0
-0.154 1.598 1
0.979 0.867 0
1.796 -0.217 1
1.345 0.949 0
0.226 0.187 1
1.263 1.213 1
0.170 -0.707 1
-0.785 -0.082 1
1.889 0.469 1
0.572 0.880 0
-0.802 1.308 0
1.926 1.801 1
0.800 0.960 1
1.424 -0.392 1
-0.379 0.460 0
-0.895 0.783 0
1.143 -0.932 0
-0.773 0.695 0
-0.264 1.599 0
-0.395 0.938 1
1.992 0.757 1
0.943 1.659 0
1.060 0.467 0
0.167 1.895 1
0.977 -0.789 1
0.759 1.906 0
1.002 -0.641 0
1.088 1.506 1
-0.050 0.504 0
-0.253 0.400 1
-0.476 0.795 0
-0.116 0.513 1
0.651 0.267 0
0.537 1.326 1
1.812 0.181 1
1.965 0.211 0
-0.623 1.351 1
0.982 0.759 1
1.938 1.481 0
0.292 -0.882 0
1.645 0.496 1
1.822 -0.673 1
1.535 1.879 1
-0.948 0.644 1
-0.135 1.000 1
1.353 1.883 1
0.452 -0.549 0
0.318 1.749 0
0.998 0.380 0
1.094 1.167 0
1.430 -0.176 1
1.719 1.620 1
-0.770 1.044 1
1.453 -0.524 1
1.767 0.852 1
-0.891 0.330 0
1.635 1.954 1
-0.609 -0.672 0
1.980 0.276 0
0.226 -0.491 0
1.842 1.297 1
0.095 -0.869 0
1.478 -0.610 0
1.369 -0.990 0
0.703 1.147 1
0.639 -0.152 0
-0.778 -0.285 1
-0.946 1.572 0
1.960 -0.869 0
-0.348 1.663 1
-0.602 1.656 0
0.690 1.492 1
0.908 0.104 0
-0.015 -0.349 0
1.081 -0.822 0
1.240 -0.712 1
-0.935 -0.195 1
1.381 -0.559 0
1.899 0.466 1
0.889 0.369 1
-0.160 0.531 1
1.134 1.886 1
0.705 -0.407 1
0.710 0.697 1
0.196 1.800 0
-0.236 1.726 1
-0.761 1.189 1
0.334 1.456 0
-0.684 -0.981 0
-0.322 0.257 0
-0.202 -0.894 0
0.612 1.722 0
0.277 -0.848 1
-0.161 1.998 1
1.900 -0.916 0
-0.715 -0.876 1
1.706 -0.616 0
1.432 1.357 1
0.953 1.421 0
0.650 1.513 1
0.456 0.789 0
0.531 1.295 0
0.920 0.635 1
0.224 1.630 0
-0.732 -0.004 1
0.766 0.999 0
1.985 -0.868 0
1.416 1.773 1
1.439 0.857 0
0.988 0.543 1
-0.777 1.876 1
1.188 1.458 0
1.485 1.114 0
-0.061 1.556 0
1.263 1.052 0
1.725 -0.906 1
1.816 -0.938 0
-0.085 0.889 0
-0.042 1.735 1
0.102 1.644 1
1.393 -0.780 1
0.434 1.285 1
-0.952 1.553 0
0.948 0.293 1
1.403 1.995 1
-0.097 0.038 0
-0.171 -0.641 0
1.115 -0.886 1
0.919 1.350 1
-0.713 0.668 1
0.820 -0.107 1
0.344 0.738 1
0.570 -0.529 1
1.768 -0.418 0
-0.571 -0.548 1
1.931 0.016 0
-0.790 -0.569 0
-0.577 1.743 0
1.617 0.554 0
0.394 0.689 0
1.577 -0.140 0
0.880 -0.664 1
0.571 1.607 1
1.141 1.054 1
0.970 0.611 0
0.992 0.435 0
-0.635 0.574 0
0.135 -0.372 0
-0.095 1.423 1
0.498 -0.330 1
-0.372 0.639 0
1.562 -0.180 0
-0.209 -0.407 1
0.696 1.893 0
1.211 -0.123 1
1.494 1.592 1
1.591 1.639 0
0.104 -0.156 0
0.857 0.917 0
0.562 1.129 0
-0.510 0.970 0
-0.871 1.819 1
1.860 1.612 0
0.618 1.506 0
0.561 -0.452 0
0.734 1.338 1
1.740 -0.298 1
0.403 1.352 0
1.435 1.557 1
1.105 -0.192 1
-0.096 -0.517 1
-0.788 0.519 1
-0.037 0.073 0
0.315 1.191 1
1.315 -0.526 1
-0.436 1.748 1
-0.114 1.725 0
-0.005 -0.327 0
1.158 0.083 0
-0.133 -0.665 0
-0.499 -0.636 1
-0.005 -0.673 1
1.507 1.271 0
1.083 -0.202 0
0.325 0.731 1
0.057 -0.216 0
-0.008 -0.775 0
0.398 -0.455 1
-0.233 -0.876 1
0.477 1.896 0
1.464 0.019 0
1.886 0.540 0
0.789 0.059 1
1.774 0.402 1
1.665 -0.718 0
-0.823 0.966 1
-0.424 1.945 1
0.354 -0.400 0
-0.109 -0.135 1
-0.878 -0.102 1
-0.797 -0.255 1
1.182 1.008 0
1.660 1.511 1
-0.539 0.967 1
1.299 -0.356 0
-0.558 -0.967 1
-0.620 1.514 0
1.493 0.022 0
-0.284 -0.285 1
0.207 -0.362 0
0.013 0.394 0
0.734 1.807 1
0.195 -0.411 1
1.109 -0.991 0
0.744 0.558 0
0.592 -0.384 0
0.032 0.117 0
0.998 0.219 0
-0.351 0.969 1
1.031 1.968 0
-0.255 -0.960 0
1.616 1.899 1
-0.644 -0.188 1
1.235 1.271 0
